Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Team
2024-09-17,13:00,Liga 1,Torneo Clausura,Tue,Away,L,0,1,Sporting Cristal,,,Diego Penny,4-1-4-1,4-1-4-1,Edwin Ordóñez,Match Report,,Deportivo Garcilaso
2024-09-21,18:30,Liga 1,Torneo Clausura,Sat,Home,W,1,0,Cienciano,,,Juan Lojas,4-4-2,4-2-3-1,Daniel Ureta,Match Report,,Deportivo Garcilaso
2024-09-29,13:15,Liga 1,Torneo Clausura,Sun,Away,L,0,1,CDC Santa Rosa,,,Aldair Salazar,4-4-2,4-2-3-1,Joel Alarcón,Match Report,,Deportivo Garcilaso
2024-10-18,20:00,Liga 1,Torneo Clausura,Fri,Home,W,1,0,Mannucci,,,Juan Lojas,4-4-2,4-1-4-1,Victor Cori,Match Report,,Deportivo Garcilaso
2024-10-22,13:00,Liga 1,Torneo Clausura,Tue,Away,D,2,2,Atlético Grau,,,Diego Penny,4-4-2,4-2-3-1,Augusto Menéndez,Match Report,,Deportivo Garcilaso
2024-10-26,18:00,Liga 1,Torneo Clausura,Sat,Home,L,1,2,Alianza Lima,,,Juan Lojas,4-4-2,3-4-3,Micke Palomino,Match Report,,Deportivo Garcilaso
2024-11-03,15:00,Liga 1,Torneo Clausura,Sun,Away,D,1,1,Melgar,,,Diego Penny,5-3-2,4-3-3,Michael Espinoza,Match Report,,Deportivo Garcilaso
2024-01-27,17:30,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Sport Huancayo,,,Werner Schuler,4-4-2,4-1-4-1,,Match Report,,Sport Boys
2024-02-04,16:00,Liga 1,Torneo Apertura,Sun,Home,L,1,3,Sporting Cristal,,,Werner Schuler,4-4-2,4-2-3-1,,Match Report,,Sport Boys
2024-02-11,16:00,Liga 1,Torneo Apertura,Sun,Home,W,2,0,Deportivo Garcilaso,,,Juan Morales,4-3-3,4-4-2,,Match Report,,Sport Boys
2024-02-18,17:00,Liga 1,Torneo Apertura,Sun,Away,L,2,3,Cienciano,,,Juan Morales,5-4-1,4-4-1-1,,Match Report,,Sport Boys
2024-02-24,15:00,Liga 1,Torneo Apertura,Sat,Home,W,3,0,Cusco,,,Juan Morales,5-4-1,4-4-2,,Match Report,,Sport Boys
2024-03-03,15:00,Liga 1,Torneo Apertura,Sun,Away,L,0,2,CDC Santa Rosa,,,Juan Morales,5-4-1,4-2-3-1,,Match Report,,Sport Boys
2024-03-10,15:00,Liga 1,Torneo Apertura,Sun,Home,W,2,0,U César Vallejo,,,Juan Morales,5-4-1,4-4-2,,Match Report,,Sport Boys
2024-03-14,19:00,Liga 1,Torneo Apertura,Thu,Away,L,0,1,Mannucci,,,Juan Morales,5-3-2,4-2-3-1,,Match Report,,Sport Boys
2024-03-31,15:00,Liga 1,Torneo Apertura,Sun,Home,D,0,0,Alianza Atlético,,,Juan Morales,5-3-2,4-2-3-1,,Match Report,,Sport Boys
2024-04-05,14:30,Liga 1,Torneo Apertura,Fri,Away,D,0,0,Atlético Grau,,,Juan Morales,5-4-1,4-2-3-1,,Match Report,,Sport Boys
2024-04-13,20:00,Liga 1,Torneo Apertura,Sat,Home,L,1,2,Universitario,,,Juan Morales,5-4-1,3-5-2,,Match Report,,Sport Boys
2024-04-18,20:00,Liga 1,Torneo Apertura,Thu,Away,L,0,3,Alianza Lima,,,Juan Morales,5-3-2,3-5-2,,Match Report,,Sport Boys
2024-04-27,13:00,Liga 1,Torneo Apertura,Sat,Home,D,0,0,Unión Comercio,,,Juan Morales,4-2-3-1,4-2-3-1,,Match Report,,Sport Boys
2024-05-05,15:00,Liga 1,Torneo Apertura,Sun,Away,L,1,2,Melgar,,,Juan Morales,4-3-3,4-3-3,,Match Report,,Sport Boys
2024-05-11,15:00,Liga 1,Torneo Apertura,Sat,Home,D,1,1,Comerciantes Unidos,,,Juan Morales,4-3-3,4-2-3-1,,Match Report,,Sport Boys
2024-05-20,15:00,Liga 1,Torneo Apertura,Mon,Away,W,4,2,UTC,,,Juan Morales,4-3-3,4-2-3-1,,Match Report,,Sport Boys
2024-05-26,15:00,Liga 1,Torneo Apertura,Sun,Home,W,1,0,ADT Tarma,,,Juan Morales,4-3-3,3-4-3,,Match Report,,Sport Boys
2024-07-14,15:00,Liga 1,Torneo Clausura,Sun,Home,W,2,1,Sport Huancayo,,,Steven Rivadeneyra,4-3-3,4-4-1-1,,Match Report,,Sport Boys
2024-07-21,15:15,Liga 1,Torneo Clausura,Sun,Away,L,0,4,Sporting Cristal,,,Juan Morales,4-3-3,4-3-3,,Match Report,,Sport Boys
2024-07-26,18:00,Liga 1,Torneo Clausura,Fri,Away,L,0,2,Deportivo Garcilaso,,,Juan Morales,4-3-3,4-2-3-1,,Match Report,,Sport Boys
2024-07-30,15:00,Liga 1,Torneo Clausura,Tue,Home,W,2,0,Cienciano,,,Juan Morales,4-4-2◆,5-3-2,,Match Report,,Sport Boys
2024-08-05,18:00,Liga 1,Torneo Clausura,Mon,Away,L,1,3,Cusco,,,Juan Morales,4-2-3-1,4-2-3-1,,Match Report,,Sport Boys
2024-08-10,15:00,Liga 1,Torneo Clausura,Sat,Home,W,2,1,CDC Santa Rosa,,,Juan Morales,4-3-1-2,3-4-3,,Match Report,,Sport Boys
2024-08-16,15:15,Liga 1,Torneo Clausura,Fri,Away,D,2,2,U César Vallejo,,,Juan Morales,4-3-3,4-2-3-1,,Match Report,,Sport Boys
2024-08-21,13:00,Liga 1,Torneo Clausura,Wed,Home,L,2,6,Mannucci,,,Steven Rivadeneyra,4-3-3,3-4-3,,Match Report,,Sport Boys
2024-08-24,12:50,Liga 1,Torneo Clausura,Sat,Away,L,0,2,Alianza Atlético,,,Christian Ramos,4-3-3,4-2-3-1,,Match Report,,Sport Boys
2024-09-14,15:00,Liga 1,Torneo Clausura,Sat,Home,D,0,0,Atlético Grau,,,Christian Ramos,4-4-2,4-4-2,Jesús Cartagena,Match Report,,Sport Boys
2024-09-18,20:30,Liga 1,Torneo Clausura,Wed,Away,L,0,3,Universitario,,,Juan Morales,4-5-1,3-5-2,Roberto Pérez,Match Report,,Sport Boys
2024-09-21,20:30,Liga 1,Torneo Clausura,Sat,Home,L,0,3,Alianza Lima,,,Juan Morales,4-4-2◆,5-3-2,Diego Haro,Match Report,,Sport Boys
2024-09-27,13:00,Liga 1,Torneo Clausura,Fri,Away,W,2,0,Unión Comercio,,,Juan Morales,4-4-2,4-2-3-1,Victor Cori,Match Report,,Sport Boys
2024-10-18,13:00,Liga 1,Torneo Clausura,Fri,Home,L,0,2,Melgar,,,Juan Morales,4-3-3,4-2-3-1,Micke Palomino,Match Report,,Sport Boys
2024-10-24,15:00,Liga 1,Torneo Clausura,Thu,Away,D,0,0,Comerciantes Unidos,,,Juan Morales,5-3-2,4-4-2,Julio Quiróz,Match Report,,Sport Boys
2024-10-27,13:00,Liga 1,Torneo Clausura,Sun,Home,D,1,1,UTC,,,Juan Morales,4-4-2,3-4-3,Joel Alarcón,Match Report,,Sport Boys
2024-11-01,15:00,Liga 1,Torneo Clausura,Fri,Away,L,0,1,ADT Tarma,,,Steven Rivadeneyra,4-4-2,3-4-3,Julio Quiróz,Match Report,,Sport Boys
2024-01-27,20:00,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Cienciano,,,,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-02-05,15:00,Liga 1,Torneo Apertura,Mon,Home,W,3,2,CDC Santa Rosa,,,Matías Sen,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-02-10,15:30,Liga 1,Torneo Apertura,Sat,Away,W,3,1,Mannucci,,,Matías Sen,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-02-19,15:00,Liga 1,Torneo Apertura,Mon,Home,D,2,2,Atlético Grau,,,Matías Sen,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-02-25,16:00,Liga 1,Torneo Apertura,Sun,Away,L,1,5,Alianza Lima,,,Matías Sen,4-2-3-1,4-3-3,,Match Report,,Comerciantes Unidos
2024-03-02,15:45,Liga 1,Torneo Apertura,Sat,Home,D,0,0,Melgar,,"2,086",Matías Sen,4-2-3-1,3-4-3,,Match Report,,Comerciantes Unidos
2024-03-08,15:00,Liga 1,Torneo Apertura,Fri,Away,W,3,2,UTC,,,Diego Campos,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-03-14,15:45,Liga 1,Torneo Apertura,Thu,Home,W,3,2,Sport Huancayo,,,Diego Campos,4-2-3-1,4-1-4-1,,Match Report,,Comerciantes Unidos
2024-03-28,15:00,Liga 1,Torneo Apertura,Thu,Away,W,2,1,Deportivo Garcilaso,,,Cristian González,4-1-4-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-04-08,15:00,Liga 1,Torneo Apertura,Mon,Home,L,0,1,Cusco,,,Diego Campos,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-04-14,13:00,Liga 1,Torneo Apertura,Sun,Away,L,1,3,U César Vallejo,,,Kevin Santamaría,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-04-23,15:00,Liga 1,Torneo Apertura,Tue,Home,D,0,0,Alianza Atlético,,,Kevin Santamaría,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-04-28,20:00,Liga 1,Torneo Apertura,Sun,Away,L,0,6,Universitario,,,Matías Sen,4-2-3-1,3-1-4-2,,Match Report,,Comerciantes Unidos
2024-05-04,15:30,Liga 1,Torneo Apertura,Sat,Home,W,3,1,Unión Comercio,,,Matías Sen,4-2-3-1,4-1-4-1,,Match Report,,Comerciantes Unidos
2024-05-11,15:00,Liga 1,Torneo Apertura,Sat,Away,D,1,1,Sport Boys,,,Matías Sen,4-2-3-1,4-3-3,,Match Report,,Comerciantes Unidos
2024-05-19,13:00,Liga 1,Torneo Apertura,Sun,Away,L,0,2,ADT Tarma,,,Jorge Bosmediano,4-2-3-1,3-4-3,,Match Report,,Comerciantes Unidos
2024-05-25,15:00,Liga 1,Torneo Apertura,Sat,Home,L,0,1,Sporting Cristal,,,Matías Sen,4-2-3-1,4-4-2,,Match Report,,Comerciantes Unidos
2024-07-13,13:00,Liga 1,Torneo Clausura,Sat,Home,L,1,2,Cienciano,,,Matías Sen,4-2-3-1,5-4-1,,Match Report,,Comerciantes Unidos
2024-07-20,13:00,Liga 1,Torneo Clausura,Sat,Away,L,0,2,CDC Santa Rosa,,,Matías Sen,4-1-4-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-07-26,15:15,Liga 1,Torneo Clausura,Fri,Home,W,2,1,Mannucci,,,Matías Sen,4-1-4-1,3-4-3,,Match Report,,Comerciantes Unidos
2024-07-31,13:00,Liga 1,Torneo Clausura,Wed,Away,L,0,3,Atlético Grau,,,Diego Campos,4-1-4-1,4-4-2,,Match Report,,Comerciantes Unidos
2024-08-03,15:00,Liga 1,Torneo Clausura,Sat,Home,L,1,3,Alianza Lima,,,Matías Sen,4-1-4-1,3-5-2,,Match Report,,Comerciantes Unidos
2024-08-15,15:15,Liga 1,Torneo Clausura,Thu,Home,D,1,1,UTC,,,Matías Sen,4-2-3-1,4-4-2,,Match Report,,Comerciantes Unidos
2024-08-20,15:15,Liga 1,Torneo Clausura,Tue,Away,D,2,2,Sport Huancayo,,,Matías Sen,4-2-3-1,4-2-3-1,,Match Report,,Comerciantes Unidos
2024-08-25,15:30,Liga 1,Torneo Clausura,Sun,Home,W,2,1,Deportivo Garcilaso,,,Matías Sen,4-2-3-1,4-4-2,,Match Report,,Comerciantes Unidos
2024-09-07,15:15,Liga 1,Torneo Clausura,Sat,Away,L,0,3,Melgar,,,Enmanuel Páucar,4-4-2,4-1-3-2,Julio Quiróz,Match Report,,Comerciantes Unidos
2024-09-14,13:00,Liga 1,Torneo Clausura,Sat,Away,L,1,2,Cusco,,,Matías Sen,4-2-3-1,3-4-3,Daniel Ureta,Match Report,,Comerciantes Unidos
2024-09-18,15:30,Liga 1,Torneo Clausura,Wed,Home,W,2,0,U César Vallejo,,,Matías Sen,4-2-3-1,4-3-3,Fernando Legario,Match Report,,Comerciantes Unidos
2024-09-23,13:00,Liga 1,Torneo Clausura,Mon,Away,L,0,1,Alianza Atlético,,,Matías Sen,4-1-3-2,4-2-3-1,Andy Carmen,Match Report,,Comerciantes Unidos
2024-09-29,15:30,Liga 1,Torneo Clausura,Sun,Home,L,0,2,Universitario,,,Diego Campos,4-1-4-1,3-5-2,Kevin Ortega,Match Report,,Comerciantes Unidos
2024-10-17,13:00,Liga 1,Torneo Clausura,Thu,Away,L,2,3,Unión Comercio,,,Matías Sen,4-2-3-1,4-4-1-1,Fernando Legario,Match Report,,Comerciantes Unidos
2024-10-24,15:00,Liga 1,Torneo Clausura,Thu,Home,D,0,0,Sport Boys,,,Matías Sen,4-4-2,5-3-2,Julio Quiróz,Match Report,,Comerciantes Unidos
2024-10-28,15:30,Liga 1,Torneo Clausura,Mon,Home,D,0,0,ADT Tarma,,,Matías Sen,4-2-3-1,3-4-3,Roberto Pérez,Match Report,,Comerciantes Unidos
2024-11-03,11:00,Liga 1,Torneo Clausura,Sun,Away,L,0,3,Sporting Cristal,,,Matías Sen,4-3-3,4-2-3-1,Victor Cori,Match Report,,Comerciantes Unidos
2024-01-26,15:00,Liga 1,Torneo Apertura,Fri,Home,W,1,0,Deportivo Garcilaso,,,Patrick Zubczuk,4-2-3-1,4-4-2,,Match Report,,Universidad Tecnica de Cajamarca
2024-02-02,15:00,Liga 1,Torneo Apertura,Fri,Away,D,1,1,Cusco,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-02-09,15:00,Liga 1,Torneo Apertura,Fri,Home,W,4,0,U César Vallejo,,,Patrick Zubczuk,4-2-3-1,4-3-3,,Match Report,,Universidad Tecnica de Cajamarca
2024-02-16,14:30,Liga 1,Torneo Apertura,Fri,Away,L,0,2,Alianza Atlético,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-02-24,15:00,Liga 1,Torneo Apertura,Sat,Home,D,0,0,Universitario,,,Patrick Zubczuk,4-2-3-1,3-5-2,,Match Report,,Universidad Tecnica de Cajamarca
2024-03-04,14:00,Liga 1,Torneo Apertura,Mon,Away,L,0,2,Unión Comercio,,,Patrick Zubczuk,5-4-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-03-08,15:00,Liga 1,Torneo Apertura,Fri,Home,L,2,3,Comerciantes Unidos,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-03-16,15:00,Liga 1,Torneo Apertura,Sat,Away,L,1,2,ADT Tarma,,,Patrick Zubczuk,3-4-3,3-4-1-2,,Match Report,,Universidad Tecnica de Cajamarca
2024-03-31,15:30,Liga 1,Torneo Apertura,Sun,Home,L,1,2,Sporting Cristal,,,Patrick Zubczuk,3-4-1-2,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-04-06,19:30,Liga 1,Torneo Apertura,Sat,Away,D,1,1,Cienciano,,,Patrick Zubczuk,4-2-3-1,4-1-4-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-04-15,15:00,Liga 1,Torneo Apertura,Mon,Home,W,2,0,CDC Santa Rosa,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-04-20,15:30,Liga 1,Torneo Apertura,Sat,Away,L,0,2,Mannucci,,,Patrick Zubczuk,4-2-3-1,3-5-2,,Match Report,,Universidad Tecnica de Cajamarca
2024-04-27,15:00,Liga 1,Torneo Apertura,Sat,Home,W,3,2,Atlético Grau,,,Patrick Zubczuk,4-2-3-1,4-3-3,,Match Report,,Universidad Tecnica de Cajamarca
2024-05-03,20:30,Liga 1,Torneo Apertura,Fri,Away,L,0,1,Alianza Lima,,,Patrick Zubczuk,4-3-3,3-1-4-2,,Match Report,,Universidad Tecnica de Cajamarca
2024-05-12,13:00,Liga 1,Torneo Apertura,Sun,Home,L,2,6,Melgar,,,Patrick Zubczuk,4-3-3,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-05-20,15:00,Liga 1,Torneo Apertura,Mon,Home,L,2,4,Sport Boys,,,Patrick Zubczuk,4-2-3-1,4-3-3,,Match Report,,Universidad Tecnica de Cajamarca
2024-05-25,11:00,Liga 1,Torneo Apertura,Sat,Away,D,1,1,Sport Huancayo,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-07-12,19:00,Liga 1,Torneo Clausura,Fri,Away,L,0,1,Deportivo Garcilaso,,,Patrick Zubczuk,5-3-2,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-07-19,13:00,Liga 1,Torneo Clausura,Fri,Home,W,2,1,Cusco,,,Patrick Zubczuk,4-1-4-1,4-1-4-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-07-25,19:00,Liga 1,Torneo Clausura,Thu,Away,L,0,2,U César Vallejo,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-08-01,15:00,Liga 1,Torneo Clausura,Thu,Home,D,1,1,Alianza Atlético,,,Patrick Zubczuk,4-2-3-1,4-1-4-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-08-04,20:00,Liga 1,Torneo Clausura,Sun,Away,L,0,1,Universitario,,,Patrick Zubczuk,4-4-2,3-1-4-2,,Match Report,,Universidad Tecnica de Cajamarca
2024-08-09,15:00,Liga 1,Torneo Clausura,Fri,Home,W,3,1,Unión Comercio,,,Patrick Zubczuk,4-4-2,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-08-15,15:15,Liga 1,Torneo Clausura,Thu,Away,D,1,1,Comerciantes Unidos,,,Patrick Zubczuk,4-4-2,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-08-20,13:00,Liga 1,Torneo Clausura,Tue,Home,D,1,1,ADT Tarma,,,Patrick Zubczuk,4-4-2,3-4-3,,Match Report,,Universidad Tecnica de Cajamarca
2024-08-25,11:00,Liga 1,Torneo Clausura,Sun,Away,L,0,4,Sporting Cristal,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,,Match Report,,Universidad Tecnica de Cajamarca
2024-09-13,13:00,Liga 1,Torneo Clausura,Fri,Home,L,1,2,Cienciano,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,Augusto Méndez,Match Report,,Universidad Tecnica de Cajamarca
2024-09-19,15:15,Liga 1,Torneo Clausura,Thu,Away,D,1,1,CDC Santa Rosa,,,Patrick Zubczuk,4-2-3-1,5-3-2,Micke Palomino,Match Report,,Universidad Tecnica de Cajamarca
2024-09-24,15:00,Liga 1,Torneo Clausura,Tue,Home,W,2,0,Mannucci,,,Joel Sánchez,4-2-3-1,4-4-2,Kevin Ortega,Match Report,,Universidad Tecnica de Cajamarca
2024-09-30,13:00,Liga 1,Torneo Clausura,Mon,Away,L,0,4,Atlético Grau,,,Patrick Zubczuk,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Universidad Tecnica de Cajamarca
2024-10-18,15:00,Liga 1,Torneo Clausura,Fri,Home,L,0,1,Alianza Lima,,,Joel Sánchez,3-5-2,3-5-2,Michael Espinoza,Match Report,,Universidad Tecnica de Cajamarca
2024-10-22,18:00,Liga 1,Torneo Clausura,Tue,Away,L,0,1,Melgar,,,Joel Sánchez,3-4-3,4-2-3-1,Fernando Legario,Match Report,,Universidad Tecnica de Cajamarca
2024-10-27,13:00,Liga 1,Torneo Clausura,Sun,Away,D,1,1,Sport Boys,,,Patrick Zubczuk,3-4-3,4-4-2,Joel Alarcón,Match Report,,Universidad Tecnica de Cajamarca
2024-11-02,15:15,Liga 1,Torneo Clausura,Sat,Home,D,1,1,Sport Huancayo,,,Patrick Zubczuk,4-3-3,4-2-3-1,Diego Haro,Match Report,,Universidad Tecnica de Cajamarca
2024-01-28,17:00,Liga 1,Torneo Apertura,Sun,Home,L,0,4,Universitario,,,Matías Succar,4-2-3-1,3-5-2,,Match Report,,Carlos A Mannucci
2024-02-03,15:30,Liga 1,Torneo Apertura,Sat,Away,D,2,2,Unión Comercio,,,Matías Succar,4-2-3-1,3-5-2,,Match Report,,Carlos A Mannucci
2024-02-10,15:30,Liga 1,Torneo Apertura,Sat,Home,L,1,3,Comerciantes Unidos,,,Matías Succar,4-2-3-1,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-02-17,15:00,Liga 1,Torneo Apertura,Sat,Away,L,0,4,ADT Tarma,,,Matías Succar,4-2-3-1,3-4-1-2,,Match Report,,Carlos A Mannucci
2024-02-24,18:15,Liga 1,Torneo Apertura,Sat,Home,L,0,4,Sporting Cristal,,,Matías Succar,4-2-3-1,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-03-03,19:00,Liga 1,Torneo Apertura,Sun,Away,D,2,2,Cienciano,,,Matías Succar,4-2-3-1,4-4-1-1,,Match Report,,Carlos A Mannucci
2024-03-09,16:00,Liga 1,Torneo Apertura,Sat,Home,W,2,1,CDC Santa Rosa,,,Matías Succar,4-2-3-1,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-03-14,19:00,Liga 1,Torneo Apertura,Thu,Home,W,1,0,Sport Boys,,,Matías Succar,4-2-3-1,5-3-2,,Match Report,,Carlos A Mannucci
2024-03-30,14:15,Liga 1,Torneo Apertura,Sat,Away,L,0,3,Atlético Grau,,,Pablo Míguez,4-4-2,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-04-06,17:30,Liga 1,Torneo Apertura,Sat,Home,L,0,4,Alianza Lima,,,Matías Succar,4-4-2,5-3-2,,Match Report,,Carlos A Mannucci
2024-04-13,17:00,Liga 1,Torneo Apertura,Sat,Away,L,0,2,Melgar,,,Matías Succar,3-5-2,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-04-20,15:30,Liga 1,Torneo Apertura,Sat,Home,W,2,0,UTC,,,Matías Succar,3-5-2,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-04-26,15:00,Liga 1,Torneo Apertura,Fri,Away,L,0,1,Sport Huancayo,,,Matías Succar,3-5-2,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-05-04,15:30,Liga 1,Torneo Apertura,Sat,Home,D,1,1,Deportivo Garcilaso,,,Nicolás Albarracín,3-5-2,3-5-2,,Match Report,,Carlos A Mannucci
2024-05-11,15:30,Liga 1,Torneo Apertura,Sat,Away,L,0,3,Cusco,,,Paolo Hurtado,3-5-2,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-05-19,18:00,Liga 1,Torneo Apertura,Sun,Home,D,0,0,U César Vallejo,,,Gustavo Viera,4-3-3,4-3-3,,Match Report,,Carlos A Mannucci
2024-05-26,14:30,Liga 1,Torneo Apertura,Sun,Away,D,0,0,Alianza Atlético,,,Matías Cortave,4-2-3-1,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-07-13,18:00,Liga 1,Torneo Clausura,Sat,Away,L,0,6,Universitario,,,Pablo Míguez,4-2-3-1,3-1-4-2,,Match Report,,Carlos A Mannucci
2024-07-21,15:00,Liga 1,Torneo Clausura,Sun,Home,D,0,0,Unión Comercio,,,Nicolás Albarracín,4-3-3,4-4-2,Roberto Pérez,Match Report,,Carlos A Mannucci
2024-07-26,15:15,Liga 1,Torneo Clausura,Fri,Away,L,1,2,Comerciantes Unidos,,,Nelinho Quina,3-4-3,4-1-4-1,,Match Report,,Carlos A Mannucci
2024-07-31,19:30,Liga 1,Torneo Clausura,Wed,Home,W,3,2,ADT Tarma,,,Manuel Heredia,4-3-3,3-4-1-2,,Match Report,,Carlos A Mannucci
2024-08-04,11:00,Liga 1,Torneo Clausura,Sun,Away,L,0,4,Sporting Cristal,,,Manuel Heredia,3-4-3,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-08-11,15:00,Liga 1,Torneo Clausura,Sun,Home,L,1,2,Cienciano,,,Manuel Heredia,3-4-3,5-3-2,,Match Report,,Carlos A Mannucci
2024-08-18,15:00,Liga 1,Torneo Clausura,Sun,Away,D,1,1,CDC Santa Rosa,,,Manuel Heredia,3-4-3,4-3-3,,Match Report,,Carlos A Mannucci
2024-08-21,13:00,Liga 1,Torneo Clausura,Wed,Away,W,6,2,Sport Boys,,,Manuel Heredia,3-4-3,4-3-3,,Match Report,,Carlos A Mannucci
2024-08-26,20:00,Liga 1,Torneo Clausura,Mon,Home,D,1,1,Atlético Grau,,,Manuel Heredia,3-4-3,4-2-3-1,,Match Report,,Carlos A Mannucci
2024-09-14,19:00,Liga 1,Torneo Clausura,Sat,Away,L,0,1,Alianza Lima,,,Manuel Heredia,4-2-3-1,3-4-3,Michael Espinoza,Match Report,,Carlos A Mannucci
2024-09-19,20:00,Liga 1,Torneo Clausura,Thu,Home,D,1,1,Melgar,,,Manuel Heredia,4-4-2,4-2-3-1,Augusto Menéndez,Match Report,,Carlos A Mannucci
2024-09-24,15:00,Liga 1,Torneo Clausura,Tue,Away,L,0,2,UTC,,,Manuel Heredia,4-4-2,4-2-3-1,Kevin Ortega,Match Report,,Carlos A Mannucci
2024-09-29,15:00,Liga 1,Torneo Clausura,Sun,Home,L,1,2,Sport Huancayo,,,Manuel Heredia,4-4-2,4-4-1-1,Micke Palomino,Match Report,,Carlos A Mannucci
2024-10-18,20:00,Liga 1,Torneo Clausura,Fri,Away,L,0,1,Deportivo Garcilaso,,,Manuel Heredia,4-1-4-1,4-4-2,Victor Cori,Match Report,,Carlos A Mannucci
2024-10-23,20:00,Liga 1,Torneo Clausura,Wed,Home,W,4,1,Cusco,,,Manuel Heredia,4-3-3,4-2-3-1,Joel Alarcón,Match Report,,Carlos A Mannucci
2024-10-26,20:30,Liga 1,Torneo Clausura,Sat,Away,W,2,0,U César Vallejo,,,Manuel Heredia,4-3-3,4-2-3-1,Michael Espinoza,Match Report,,Carlos A Mannucci
2024-11-02,15:15,Liga 1,Torneo Clausura,Sat,Home,D,2,2,Alianza Atlético,,,Manuel Heredia,4-3-3,5-4-1,Jesús Cartagena,Match Report,,Carlos A Mannucci
2024-01-28,20:00,Liga 1,Torneo Apertura,Sun,Away,L,1,2,Alianza Lima,,,Yorleys Mena,4-2-3-1,3-4-3,,Match Report,,Universidad Cesar Vallejo
2024-02-02,20:00,Liga 1,Torneo Apertura,Fri,Home,W,3,2,Melgar,,,Yorleys Mena,4-3-3,3-5-1-1,,Match Report,,Universidad Cesar Vallejo
2024-02-09,15:00,Liga 1,Torneo Apertura,Fri,Away,L,0,4,UTC,,,Yorleys Mena,4-3-3,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-02-18,19:30,Liga 1,Torneo Apertura,Sun,Home,D,1,1,Sport Huancayo,,,Yorleys Mena,4-3-3,4-1-4-1,,Match Report,,Universidad Cesar Vallejo
2024-02-25,19:00,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Deportivo Garcilaso,,,David Vélez Cedeño,4-3-3,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-03-02,19:00,Liga 1,Torneo Apertura,Sat,Home,D,2,2,Cusco,,,Paolo Guerrero,4-3-3,4-4-2,,Match Report,,Universidad Cesar Vallejo
2024-03-07,19:30,Sudamericana,First stage,Thu,Home,W,2,0,peSport Huancayo,54,,Paolo Guerrero,4-2-3-1,4-1-4-1,,Match Report,,Universidad Cesar Vallejo
2024-03-10,15:00,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Sport Boys,,,Paolo Guerrero,4-4-2,5-4-1,,Match Report,,Universidad Cesar Vallejo
